Sample Index,Epsilon,EV Threshold,ROI,Number of Bets
248,0.4,0.036,20.998373405660224,526
249,0.38,0.029,9.690822914173738,752
250,0.35,0.036,15.581728077402463,671
251,0.12,0.036,4.044704878024362,1766
252,0.43,0.002,6.891798206012914,2191
253,0.43,0.029,21.606781878636596,732
254,0.35,0.014,8.68889396332742,1456
255,0.4,0.037,13.805147230631285,534
256,0.15,0.002,5.154254554560532,2343
257,0.28,0.002,5.519282087413758,2233
258,0.46,0.029,9.937462360576696,669
259,0.31,0.027,4.701780544339943,1002
260,0.25,0.039,5.7323608203346375,978
261,0.27,0.0,3.4720140394772327,2423
262,0.41,0.002,7.307936769403433,2193
263,0.4,0.039,10.229921109314065,522
264,0.4,0.039,21.93388847268991,518
265,0.07,0.029,2.3384889090751213,2172
266,0.38,0.029,9.30660862338533,785
267,0.35,0.011,7.030222391921175,1597
268,0.39,0.036,13.78472957709535,569
269,0.45,0.037,21.29604995667601,498
270,0.49,0.039,31.017769147321005,421
271,0.43,0.002,5.8890882668531725,2158
272,0.4,0.036,15.423320528768357,583
273,0.35,0.029,18.120785834995274,832
274,0.32,0.037,10.478297254381149,753
275,0.31,0.039,8.501487009105539,780
276,0.5,0.01,6.575795572756485,1535
277,0.44,0.037,22.201441587319472,508
278,0.4,0.036,19.13557399504465,570
279,0.33,0.003,6.495518528249941,2123
280,0.4,0.0,5.592892292595644,2399
281,0.14,0.039,7.619107455464425,1610
282,0.4,0.034,12.351569041124373,595
283,0.39,0.037,24.905811743229027,556
284,0.4,0.039,11.594184406419874,526
285,0.28,0.039,5.858022314552922,911
286,0.43,0.036,21.626998758712535,520
287,0.35,0.039,6.534659567297709,656
288,0.43,0.036,20.763318772259897,564
289,0.35,0.036,14.0139162368422,678
290,0.49,0.037,21.22923190528354,443
291,0.35,0.037,13.864650675430534,662
292,0.38,0.03,6.101651206772608,661
293,0.49,0.037,18.669206020052645,448
294,0.43,0.029,14.113462472435732,702
295,0.45,0.03,24.695607475940655,629
296,0.35,0.025,8.621446025184804,931
297,0.28,0.002,3.231190049180582,2246
298,0.37,0.0,4.767996902982118,2385
299,0.31,0.011,5.5307904376568215,1673
300,0.31,0.039,11.685576640562505,757
301,0.26,0.0,3.551390322844248,2395
302,0.12,0.038,3.32487917980236,1688
303,0.35,0.03,11.669376642633297,782
304,0.34,0.002,5.868269299256935,2197
305,0.43,0.039,11.48420903092639,489
306,0.43,0.002,3.5759634323382756,2205
307,0.43,0.029,14.063563358743627,736
308,0.12,0.002,3.6339227629961677,2314
309,0.34,0.002,4.648215280991352,2233
310,0.25,0.029,6.256547199645512,1101
311,0.38,0.029,10.737356879960382,745
312,0.34,0.011,7.643539603242753,1575
313,0.12,0.037,2.654097795004084,1744
314,0.43,0.036,19.603049450469907,556
315,0.39,0.036,5.039612273787346,553
316,0.4,0.029,16.713254641157295,736
317,0.38,0.029,17.27515478867639,762
318,0.43,0.037,14.778583523214383,498
319,0.4,0.039,19.711536609010604,512
320,0.15,0.037,6.087434312398052,1509
321,0.4,0.002,2.7627728884540628,2204
322,0.39,0.036,7.9513142520098095,567
323,0.4,0.037,12.4945602731479,526
324,0.43,0.039,27.129832936911097,470
325,0.34,0.011,5.494740079509341,1643
326,0.43,0.036,14.76407041395901,543
327,0.27,0.039,7.485049725501858,935
328,0.4,0.037,18.854402912816127,542
329,0.35,0.0,4.5898082290318065,2409
330,0.33,0.0,2.37625597905775,2360
331,0.4,0.036,21.924329340883126,520
332,0.43,0.034,11.260474981658005,606
333,0.37,0.029,14.912103075498273,815
334,0.4,0.005,9.104376285424,1964
335,0.35,0.002,5.620758711644598,2197
336,0.35,0.036,6.654116432115201,673
337,0.31,0.002,5.212429119836819,2304
338,0.4,0.025,5.771239544535323,867
339,0.38,0.029,15.901992947915403,711
340,0.34,0.008,5.849730733014353,1839
341,0.4,0.036,13.450749560260316,589
342,0.43,0.037,17.726767480518863,542
343,0.12,0.036,4.252930069442338,1727
344,0.35,0.039,4.458835537663082,682
345,0.31,0.037,9.480002231401016,821
346,0.4,0.039,14.80248796381807,529
347,0.15,0.037,6.589523532636362,1489
348,0.4,0.039,28.807568001589228,570
349,0.4,0.036,10.28117966019899,549
350,0.37,0.002,8.832960337328043,2193
351,0.09,0.029,3.884139202161979,1997
352,0.49,0.039,26.452182563361188,405
353,0.4,0.036,27.235045524796263,534
354,0.35,0.014,7.664670192731056,1413
355,0.13,0.012,3.1177726427506403,2120
356,0.26,0.014,4.913408374326518,1573
357,0.38,0.037,19.222863733341338,591
358,0.43,0.039,20.39456706543921,483
359,0.4,0.037,15.05248112356089,540
360,0.49,0.03,22.71153913306155,624
361,0.43,0.03,21.002155602579275,677
362,0.32,0.029,15.59009645305892,925
363,0.35,0.024,11.560153867084631,978
364,0.35,0.036,18.020993116953278,681
365,0.35,0.024,7.154459937287119,989
366,0.38,0.0,4.079494720237371,2376
367,0.43,0.039,19.203051543310334,500
368,0.37,0.03,7.97270369413267,808
369,0.08,0.028,1.8358440339651834,2134
370,0.43,0.029,11.014995166480098,649
371,0.4,0.039,20.2954264563982,503
372,0.44,0.029,12.955768268795856,633
373,0.4,0.024,6.962303530217986,882
374,0.4,0.011,7.376255151295645,1573
375,0.41,0.026,9.56925589943507,784
376,0.31,0.039,11.937702814105279,757
377,0.13,0.004,6.461360267740549,2264
378,0.35,0.002,5.3766903621430915,2222
379,0.38,0.036,12.98595768511121,578
380,0.31,0.039,10.548445650638346,754
381,0.38,0.002,6.589698028358503,2246
382,0.37,0.029,12.973548886268862,796
383,0.43,0.039,19.434744577253532,444
384,0.43,0.03,14.876469300227468,664
385,0.27,0.002,2.8295360330948713,2211
386,0.39,0.029,13.365148322571288,688
387,0.4,0.036,10.256840425319865,571
388,0.35,0.037,15.51208774234187,677
389,0.38,0.014,6.269876506471483,1447
390,0.38,0.03,21.118741623890163,722
391,0.49,0.03,17.714548104802315,605
392,0.43,0.039,14.608999790711866,461
393,0.41,0.037,6.216258511198455,534
394,0.39,0.03,14.164709953759916,680
395,0.38,0.005,3.4699793250809026,1996
396,0.33,0.002,6.242667862556008,2195
397,0.28,0.002,3.7214764545416354,2220
398,0.4,0.019,12.107116760383683,1103
399,0.39,0.03,25.647061256037745,711
400,0.38,0.024,10.148146030175214,936
401,0.41,0.002,9.004378820697168,2233
402,0.4,0.003,7.063251247647637,2143
403,0.4,0.034,14.480673116140483,628
404,0.41,0.029,22.356539022173543,710
405,0.43,0.039,30.43459517539665,498
406,0.15,0.037,5.532495459818146,1524
407,0.35,0.0,6.304097172255185,2367
408,0.27,0.0,4.744037050704115,2317
409,0.43,0.039,17.943519272984815,493
410,0.49,0.036,24.447775085517716,499
411,0.43,0.037,15.118190216752328,509
412,0.38,0.029,18.73987089867649,805
413,0.38,0.037,14.53515752081207,578
414,0.43,0.039,13.776000555397843,473
415,0.4,0.033,13.291303131195267,579
416,0.5,0.01,6.846579299843358,1610
417,0.25,0.029,11.72972338586922,1133
418,0.28,0.002,2.0410931139824857,2205
419,0.22,0.039,8.89345324394778,1121
420,0.43,0.002,8.394386383443114,2241
421,0.28,0.002,2.1591922297302144,2195
422,0.34,0.003,6.440553551559554,2171
423,0.3,0.029,11.007113520690705,989
424,0.4,0.029,11.982803271203638,682
425,0.3,0.026,8.486515353840025,1069
426,0.4,0.037,14.281329908396545,583
427,0.43,0.037,34.18542944626958,509
428,0.37,0.039,18.573371390715227,622
429,0.43,0.002,7.7958702527857495,2145
430,0.38,0.029,17.710391288157933,736
431,0.35,0.029,13.863321270276534,835
432,0.23,0.039,6.99430550008837,1055
433,0.23,0.036,5.530945101849928,1155
434,0.35,0.002,4.610833190077092,2176
435,0.43,0.025,17.56507309612151,853
436,0.4,0.03,15.058416272302688,639
437,0.25,0.026,11.115658516299664,1176
438,0.34,0.002,3.5163364729120037,2219
439,0.25,0.039,9.576175618024664,985
440,0.27,0.0,3.955696511108523,2438
441,0.43,0.029,15.69601479007739,706
442,0.37,0.03,17.085967262195094,759
443,0.43,0.029,10.771341108872027,698
444,0.49,0.024,3.3484840270519665,789
445,0.31,0.0,6.481695603267622,2393
446,0.4,0.039,17.648595217816013,509
447,0.43,0.035,14.505858164961943,514
448,0.43,0.014,6.154981643443605,1355
449,0.44,0.014,4.990534688657674,1377
450,0.43,0.037,20.38444637055397,537
451,0.32,0.0,4.741493486431531,2392
452,0.45,0.036,13.601738404068827,486
453,0.43,0.034,20.54435370423158,566
454,0.37,0.029,21.093172970558104,790
455,0.28,0.002,3.017058856019456,2247
456,0.35,0.004,4.1052885061348405,2094
457,0.27,0.014,5.446453433805645,1619
458,0.2,0.002,3.1565751664811743,2289
459,0.4,0.029,14.315975966424357,688
460,0.35,0.024,5.594866814832351,957
461,0.4,0.036,11.406030768448156,548
462,0.38,0.029,14.147814203325975,784
463,0.26,0.036,9.505207074741543,924
464,0.4,0.036,24.474211827949734,543
465,0.35,0.024,10.835125379598036,973
466,0.12,0.037,1.8029855130459431,1723
467,0.4,0.039,8.270970828404373,525
468,0.4,0.001,8.077424952400975,2313
469,0.12,0.039,5.1112497179322585,1677
470,0.43,0.033,10.772463728598906,545
471,0.4,0.037,18.425640857213224,530
472,0.38,0.01,8.24128706672906,1601
473,0.32,0.036,13.118334879426573,797
474,0.4,0.008,6.15549221240652,1775
475,0.49,0.037,14.291144368962136,479
476,0.45,0.036,19.602961537189483,488
477,0.39,0.037,15.231908207109008,559
478,0.44,0.024,13.866422095847113,853
479,0.43,0.002,5.667633152664873,2228
480,0.39,0.036,22.366071809939665,558
481,0.5,0.011,6.698209415953295,1459
482,0.25,0.03,8.965805911690005,1101
483,0.35,0.001,6.13699898262714,2301
484,0.4,0.024,10.345611038019603,894
485,0.37,0.024,14.099058518495298,991
486,0.43,0.03,19.053101960263476,664
487,0.43,0.024,9.907947473571234,866
488,0.26,0.0,5.9570963941477775,2381
489,0.29,0.0,3.6890626092978747,2453
490,0.49,0.037,16.53679029151523,436
491,0.49,0.031,25.137634836150564,560
492,0.49,0.036,20.30743448280001,458
493,0.15,0.002,3.7283850714755595,2274
494,0.4,0.036,5.421778863206734,574
495,0.3,0.039,4.921781593764736,814
496,0.38,0.024,6.0207286331500365,962
497,0.28,0.003,2.7145751951858808,2123
498,0.41,0.002,2.4661295946762105,2242
499,0.4,0.031,11.89686817985826,702
500,0.13,0.013,3.2235688019467683,2076
501,0.12,0.039,2.5876598280292353,1729
502,0.39,0.039,18.96683131704106,473
503,0.33,0.0,4.2652790726153285,2394
504,0.38,0.036,16.366569718205948,595
505,0.12,0.014,4.806148308654268,2056
506,0.35,0.034,11.085625500747375,709
507,0.43,0.002,5.108365850042326,2189
508,0.31,0.002,2.688226318549283,2220
509,0.43,0.037,21.40749720605336,497
510,0.4,0.036,17.214444530702895,542
511,0.43,0.039,19.363110322575483,487
512,0.4,0.029,13.10386497761293,736
513,0.4,0.036,18.57482916595941,536
514,0.38,0.036,12.418110052959376,598
515,0.31,0.039,10.141173879274382,772
516,0.4,0.039,29.816874224688846,533
517,0.43,0.037,22.15005458682781,511
518,0.35,0.036,13.477248245107901,649
519,0.4,0.036,20.959410925019515,585
520,0.31,0.037,8.776192917337326,819
521,0.35,0.0,2.825040077803386,2394
522,0.44,0.036,20.64845758122743,510
523,0.37,0.011,7.399135768521678,1607
524,0.15,0.038,5.84130429624584,1484
525,0.43,0.036,8.636743619918343,530
526,0.31,0.037,12.472251386977838,820
527,0.4,0.037,32.01545198054816,545
528,0.43,0.024,10.993612762925702,914
529,0.15,0.002,3.853160418747127,2302
530,0.39,0.008,3.901954296534993,1736
531,0.12,0.007,5.433523465523098,2261
532,0.45,0.036,14.113776377616563,496
533,0.38,0.036,15.679916683061524,608
534,0.43,0.037,14.910284679887678,486
535,0.45,0.033,12.770932047498071,583
536,0.43,0.039,3.6551791027405667,481
537,0.4,0.002,6.471761586037264,2193
538,0.4,0.006,7.262264049523146,1807
539,0.38,0.037,16.809721724077825,560
540,0.38,0.037,9.755136878158755,601
541,0.43,0.037,28.866636570552302,550
542,0.43,0.036,21.338999981320768,556
543,0.38,0.037,11.053207113262403,572
544,0.26,0.006,4.609612380070169,1981
545,0.31,0.029,6.175471660794314,997
546,0.37,0.002,4.892215167893269,2259
547,0.35,0.014,8.602357633888769,1476
548,0.31,0.037,8.479693711120028,859
549,0.39,0.037,28.29070791494607,569
550,0.3,0.002,3.5434453152055054,2293
551,0.32,0.001,4.937224495493653,2308
552,0.32,0.002,4.711690122244656,2244
553,0.15,0.034,3.3454809307969158,1566
554,0.43,0.027,12.852692292429902,760
555,0.43,0.029,21.374394464419932,686
556,0.49,0.037,19.494661393977232,461
557,0.35,0.039,13.53428313805882,603
558,0.38,0.001,6.8867911265217145,2347
559,0.46,0.03,18.691847790390863,658
560,0.38,0.037,11.168129154055565,627
561,0.43,0.037,17.307967563632907,554
562,0.35,0.036,10.26850174254671,693
563,0.43,0.029,17.69708356235525,718
564,0.4,0.039,20.728160575474906,535
565,0.39,0.037,18.54715906165113,564
566,0.43,0.002,5.279967826861473,2155
567,0.25,0.014,7.022306868648065,1660
568,0.38,0.037,18.76967041285962,583
569,0.37,0.039,12.05391479726718,622
570,0.39,0.036,14.372109634101172,539
571,0.04,0.014,3.713758556452365,2295
572,0.38,0.029,10.302598000948198,718
573,0.29,0.0,4.410302870747646,2362
574,0.12,0.039,2.8669968703322404,1718
575,0.15,0.002,3.1076685156275063,2354
576,0.38,0.037,22.19527295164122,592
577,0.33,0.002,3.518185064413731,2225
578,0.4,0.037,13.229577601074084,550
579,0.35,0.039,4.585562239022932,597
580,0.4,0.037,27.030101400053347,545
581,0.34,0.002,3.3147533541446554,2175
582,0.43,0.037,17.491743063815075,528
583,0.4,0.037,20.10613148793108,556
584,0.27,0.024,7.9653952272159145,1210
585,0.35,0.002,5.714354401297126,2245
586,0.27,0.002,6.034822927704709,2181
587,0.14,0.029,5.3707630228280525,1627
588,0.44,0.037,31.959549449800328,469
589,0.38,0.008,5.908917643485732,1766
590,0.38,0.029,12.588980317153808,745
591,0.29,0.025,10.64785940375269,1139
592,0.34,0.001,4.084551044139386,2305
593,0.3,0.037,9.873355033180657,833
594,0.26,0.01,4.559102053313938,1819
595,0.14,0.002,2.90497627341129,2335
596,0.25,0.037,11.236371494430704,1032
597,0.25,0.029,7.882493259240854,1147
598,0.35,0.01,1.6781229082259412,1681
599,0.46,0.025,14.94010992633692,834
600,0.37,0.024,10.474340739988467,956
601,0.39,0.037,7.561678488113433,503
602,0.35,0.029,10.662959897134433,812
603,0.27,0.002,3.9694490032104826,2236
604,0.31,0.008,4.5015060263279265,1818
605,0.4,0.034,17.110185640450272,576
606,0.4,0.037,23.46100537489742,531
607,0.43,0.03,15.717617317510108,660
608,0.43,0.039,15.088356852945145,469
609,0.39,0.037,13.479175008229932,586
610,0.43,0.033,17.530890971107755,582
611,0.25,0.03,9.054403914552294,1132
612,0.35,0.024,7.706012043618969,1017
613,0.38,0.026,12.315121799694415,812
614,0.15,0.014,3.5473851427415757,2028
615,0.49,0.037,25.52039509096829,443
616,0.31,0.039,12.466898958376426,802
617,0.13,0.007,4.449044715618885,2195
618,0.4,0.039,18.002482027033516,547
619,0.43,0.029,17.942220166301254,703
620,0.38,0.03,11.552077829387802,785
621,0.38,0.029,21.08805250652339,727
622,0.49,0.034,29.269227812400562,515
623,0.35,0.037,12.291906681351868,648
624,0.41,0.036,24.78912168928195,586
625,0.43,0.037,16.204777860236913,505
626,0.45,0.039,18.79671929063022,513
627,0.37,0.0,4.848806077242017,2397
628,0.12,0.039,4.165030826748139,1720
629,0.15,0.002,2.9873763663525543,2272
630,0.35,0.036,17.292068194875448,644
631,0.5,0.011,8.765127982252215,1484
632,0.35,0.038,10.080614720373438,629
633,0.39,0.036,23.80186741086632,541
634,0.43,0.039,13.884000355005316,448
635,0.38,0.036,15.085744045839771,559
636,0.44,0.037,17.464479022796358,490
637,0.35,0.011,2.562839167553276,1560
638,0.28,0.002,5.043123355903525,2238
639,0.4,0.039,16.943124476754917,486
640,0.35,0.0,4.346820931997996,2369
641,0.35,0.024,13.148711007310702,995
642,0.3,0.026,13.473215324311436,1102
643,0.15,0.034,7.254826444773547,1648
644,0.35,0.008,6.955147835579542,1726
645,0.4,0.037,23.358995461983987,543
646,0.34,0.004,7.040919486229444,2102
647,0.44,0.035,18.561060161795417,548
648,0.43,0.035,16.238077051653946,551
649,0.28,0.002,3.0971392852912123,2268
650,0.43,0.037,24.093049650948515,507
651,0.31,0.027,8.97312965146222,979
652,0.12,0.037,3.7893015218229147,1721
653,0.45,0.036,34.76004325341676,496
654,0.31,0.039,6.320080985399421,805
655,0.12,0.034,1.663174027841264,1721
656,0.4,0.029,6.84624800795488,682
657,0.33,0.01,9.71026933252972,1656
658,0.49,0.029,25.301409435574435,641
659,0.43,0.037,28.549573496953727,556
660,0.43,0.0,8.172204291242831,2359
661,0.25,0.029,9.900242012977655,1113
662,0.31,0.029,10.562874299033712,936
663,0.38,0.026,9.069569601146734,875
664,0.41,0.002,5.458899688695766,2175
665,0.43,0.03,14.07351040021491,665
666,0.43,0.03,11.903976515952694,652
667,0.4,0.029,22.291018786421073,685
668,0.45,0.024,11.951236308753527,936
669,0.39,0.037,20.532095562335655,543
670,0.4,0.037,-1.7062524709858962,537
671,0.41,0.0,4.887398933173758,2377
672,0.27,0.029,7.513151089872055,1085
673,0.35,0.024,12.054505589043185,1009
674,0.4,0.037,16.108609048308864,527
675,0.14,0.029,2.789541377224636,1682
676,0.43,0.002,5.560094134421318,2277
