Date,Teams,Favorite/Underdog,Score,Spread Min,Spread Max,Moneyline,Payout,Win Percentage,EV
20130315,Louisville Cardinals,(Favorite),69,-9.0,-8.5,-430.0,0.23255813953488372,0.822664172075294,0.013981421395129756
,Notre Dame Fighting Irish,(Underdog),57,8.5,9.0,370.0,3.7,0.17733582792470604,-0.16652160875388156

20130315,Kansas State Wildcats,(Favorite),68,-2.0,-1.0,-125.0,0.8,0.5264167225265624,-0.052449899452187754
,Oklahoma State Cowboys,(Underdog),57,1.0,2.0,120.0,1.2,0.47358327747343765,0.041883210441562846

20130315,Arizona Wildcats,(Favorite),64,-4.0,-4.0,-175.0,0.5714285714285714,0.64,0.005714285714285727
,UCLA Bruins,(Underdog),66,4.0,4.0,160.0,1.6,0.36,-0.06400000000000006

20130315,Oregon Ducks,(Favorite),64,-8.0,-7.5,-350.0,0.2857142857142857,0.7668729306233513,-0.014020517769976953
,Utah Utes,(Underdog),45,7.5,8.0,320.0,3.2,0.2331270693766488,-0.020866308618075147

20130316,Florida Gators,(Favorite),61,-12.5,-11.5,-800.0,0.125,0.8881900323003836,-0.0007862136620684218
,Alabama Crimson Tide,(Underdog),51,11.5,12.5,700.0,7.0,0.11180996769961632,-0.10552025840306944

20130316,Miami-Florida Hurricanes,(Favorite),81,-3.0,-1.5,-125.0,0.8,0.5663048930853126,0.01934880755356272
,North Carolina State Wolfpack,(Underdog),71,1.5,3.0,130.0,1.3,0.43369510691468743,-0.002501254096218819

