Sample Index,Epsilon,EV Threshold,ROI,Number of Bets
125,0.29,0.006,14.139653161051552,588
126,0.37,0.016,14.955213814734067,436
127,0.18,0.009,7.994386405942692,594
128,0.35,0.006,10.689015293379837,596
129,0.38,0.008,16.360618346728213,519
130,0.37,0.006,9.79382297589794,577
131,0.28,0.006,8.28204880308247,607
132,0.35,0.024,11.769978209879305,295
133,0.37,0.002,8.69907984273875,637
134,0.18,0.009,9.731313171751276,604
135,0.37,0.006,12.492369127458442,577
136,0.37,0.021,16.019979043378875,321
137,0.37,0.025,15.843930151150179,280
138,0.37,0.008,7.573727405954392,533
139,0.37,0.008,14.25575604983087,548
140,0.37,0.006,6.944311216254004,566
141,0.18,0.017,9.104646937985152,572
142,0.37,0.025,18.648398609687444,279
143,0.37,0.025,11.029592907448446,300
144,0.37,0.021,17.352066276340363,337
145,0.37,0.008,7.30534038982966,548
146,0.37,0.008,14.99363337124484,540
147,0.18,0.009,5.684985396390248,584
148,0.37,0.005,8.81126637220498,579
149,0.37,0.025,14.856206959547457,263
150,0.28,0.025,8.042826302113573,374
151,0.37,0.006,7.503010038721763,554
152,0.38,0.006,13.366684995962135,578
153,0.32,0.021,10.779534453888285,361
154,0.17,0.01,4.890040159629679,618
155,0.37,0.006,7.585239461830414,589
156,0.26,0.008,6.390504365172009,567
157,0.35,0.006,12.662724056070951,577
158,0.14,0.009,6.68827986210358,671
159,0.37,0.006,10.658101094430942,594
160,0.38,0.021,5.211689714583887,332
161,0.37,0.025,13.88322936700812,286
162,0.27,0.006,7.244248223042583,597
163,0.37,0.008,8.570221734827266,531
164,0.37,0.008,5.6165850810341,529
165,0.17,0.021,6.510362701125455,516
166,0.29,0.006,7.44384454716926,577
167,0.37,0.021,21.531063476940854,343
168,0.0,0.018,3.559652432709761,665
169,0.37,0.018,12.728252740371932,363
170,0.37,0.018,5.928009877958433,365
171,0.18,0.011,4.1079729344683935,586
172,0.17,0.009,8.366188238927693,615
173,0.38,0.008,10.41462978122173,536
174,0.26,0.008,9.100037267975535,570
175,0.37,0.021,17.264450728941195,307
176,0.18,0.017,3.316772826862365,534
177,0.37,0.008,7.245111084459877,540
178,0.37,0.011,15.962580071692148,486
179,0.37,0.021,11.652027461121687,343
180,0.29,0.006,7.496471206637231,599
181,0.37,0.006,13.584247778370258,565
182,0.35,0.006,12.178410509803747,558
183,0.38,0.006,6.692127696211323,577
184,0.37,0.008,8.861561647228838,553
185,0.18,0.025,5.276790332465395,476
186,0.37,0.008,11.33690644236573,557
187,0.18,0.009,14.364288659529054,581
188,0.29,0.006,5.666786251128434,571
189,0.35,0.008,11.219997127749807,539
190,0.37,0.009,10.516790052343563,525
191,0.37,0.004,9.150803163994484,641
192,0.26,0.009,6.627554405819206,562
193,0.18,0.021,8.319654473507025,526
194,0.34,0.021,12.234632803797314,384
195,0.37,0.009,10.567321676066237,513
196,0.24,0.025,11.996599635460488,405
197,0.37,0.021,17.451253415532832,331
198,0.38,0.008,12.922141075908398,508
199,0.37,0.025,15.604771791053034,318
200,0.37,0.025,12.8852727167212,283
201,0.17,0.008,11.894796701010547,635
202,0.01,0.025,4.629815067848629,687
203,0.35,0.006,4.902091911314772,586
204,0.37,0.025,11.34679271074809,281
205,0.37,0.008,10.604856913790687,539
206,0.18,0.008,10.253474416875905,603
207,0.14,0.008,5.0990391728551705,641
208,0.37,0.023,5.1714856833503875,323
209,0.37,0.008,16.538457330376765,533
210,0.38,0.006,9.4092295543661,574
211,0.37,0.025,9.425291487044907,283
212,0.37,0.008,9.144853532341147,517
213,0.37,0.025,18.1809647276586,292
214,0.18,0.018,4.499161818128052,514
215,0.38,0.006,7.203531975041182,563
216,0.35,0.016,9.274025555323464,402
217,0.37,0.025,13.52691528987078,282
218,0.37,0.008,11.247750740044385,548
219,0.28,0.023,15.443953855627294,337
220,0.37,0.006,7.839204527696377,573
221,0.37,0.006,9.873357839789177,553
222,0.37,0.023,18.7107959827065,294
223,0.26,0.009,7.343870314549458,564
224,0.35,0.008,5.6031530260939215,536
225,0.37,0.008,10.836852046626547,538
226,0.18,0.008,13.005572219585412,610
227,0.35,0.015,3.50840845985015,433
228,0.37,0.006,6.098235149752646,523
229,0.02,0.0,4.860078093254279,716
230,0.46,0.008,8.159656149143967,516
231,0.18,0.01,8.320506350137173,622
232,0.37,0.009,9.189014756856254,540
233,0.18,0.008,4.240870671753384,613
234,0.37,0.009,12.57700518639895,509
235,0.28,0.006,9.671669388227084,560
236,0.37,0.021,13.917602668666508,336
237,0.29,0.006,7.056721873748454,580
238,0.28,0.016,12.500709694448576,450
239,0.37,0.008,11.835018436695103,544
240,0.26,0.012,7.223344585479966,536
241,0.37,0.008,13.748533155304843,560
242,0.38,0.006,10.943420516712294,562
243,0.35,0.008,7.823132121406006,552
244,0.38,0.009,15.299815488576323,508
245,0.35,0.006,14.382620062355672,572
246,0.36,0.025,11.795053387497694,279
247,0.29,0.006,4.725088839499769,603
248,0.37,0.008,13.56999960715212,531
249,0.37,0.008,10.683848771359376,518
250,0.37,0.009,12.413337492129065,515
251,0.37,0.021,19.18154995618568,333
252,0.37,0.008,11.194907787940284,552
253,0.37,0.025,6.439731543274628,292
254,0.37,0.009,8.570038100617401,524
255,0.18,0.008,2.2360992717470203,633
256,0.37,0.004,16.151374622038546,590
257,0.18,0.01,5.88567686292595,609
258,0.38,0.008,6.9319144434265665,537
259,0.16,0.025,4.053125403432207,524
260,0.37,0.009,18.70780760130289,521
261,0.37,0.006,11.182257885561375,552
262,0.29,0.006,11.84897933158705,590
263,0.37,0.008,4.851097073733631,524
264,0.37,0.008,6.194759443557418,512
265,0.19,0.009,6.730176409255738,573
266,0.35,0.006,12.059674837164652,579
267,0.37,0.018,8.120698022893611,378
268,0.37,0.008,7.042815605130008,528
269,0.37,0.025,17.9463163827744,285
270,0.19,0.009,8.440513264669825,587
271,0.26,0.019,8.450013676018484,447
272,0.38,0.008,10.433435460775977,517
273,0.37,0.021,10.767294163233238,329
274,0.37,0.017,11.763987514756966,392
275,0.37,0.006,14.37487955849606,550
276,0.35,0.006,8.748238514341548,583
277,0.18,0.025,3.6564153976715144,469
278,0.37,0.025,11.999792873500096,297
279,0.35,0.025,12.293133705333666,313
280,0.02,0.0,5.837911898514916,694
281,0.18,0.008,9.268601863329302,602
282,0.35,0.021,15.427075691692163,387
283,0.39,0.004,8.823335113513627,590
284,0.32,0.018,10.14169850978361,402
285,0.37,0.021,13.009177817453674,339
286,0.37,0.008,19.27330477946246,534
287,0.18,0.019,2.0754603002436243,535
288,0.37,0.023,10.368166381809846,307
289,0.37,0.006,11.688598610013043,578
290,0.18,0.019,4.653710142591891,481
291,0.38,0.009,7.856074078821745,525
292,0.37,0.008,11.529839961123336,538
293,0.36,0.025,9.711023715596138,283
294,0.35,0.025,16.433865681630756,300
295,0.37,0.006,11.277970778281626,555
296,0.18,0.021,9.315594232823909,525
297,0.18,0.025,3.1516059338787725,474
298,0.14,0.008,8.591189821224006,635
299,0.37,0.009,11.054925377594207,554
300,0.37,0.006,6.7964741695245205,594
301,0.37,0.009,7.802401035056393,531
302,0.35,0.021,12.645213773274183,348
303,0.37,0.021,6.678055854762207,351
304,0.37,0.025,12.699810210220521,291
305,0.17,0.021,3.7409500500244435,528
306,0.37,0.021,17.968051134730427,340
307,0.37,0.006,9.778214084963588,554
308,0.37,0.006,7.739060258784016,552
309,0.37,0.025,5.208876503474177,280
310,0.36,0.025,6.474247065215345,308
311,0.37,0.006,12.980811493990199,540
312,0.38,0.006,8.81183009200282,545
313,0.26,0.009,4.099111561640042,573
314,0.35,0.023,21.353070140943526,297
315,0.18,0.008,7.626357975697216,618
316,0.37,0.006,10.74363735028474,580
317,0.37,0.009,9.304238150683863,500
318,0.37,0.008,8.83626521980021,563
319,0.37,0.006,8.374773215331118,581
320,0.37,0.025,11.020771644124528,283
321,0.38,0.006,7.5157481346385,565
322,0.37,0.025,11.429659190720184,298
323,0.37,0.006,9.98230436724202,585
324,0.17,0.021,4.115237326958193,510
325,0.37,0.008,13.6823269952512,555
326,0.35,0.025,17.548653111277787,324
327,0.37,0.025,23.53745415197239,274
328,0.38,0.009,7.621587508028453,517
329,0.35,0.009,8.641368819787855,520
330,0.38,0.025,10.562399325683192,272
331,0.18,0.008,9.76096892630597,593
332,0.37,0.021,12.772995894860308,346
333,0.29,0.006,12.19284304914062,587
334,0.17,0.008,7.846920264501709,600
335,0.18,0.025,5.350004124910341,483
336,0.37,0.008,6.298192411446328,559
337,0.37,0.008,16.905605100634403,540
338,0.37,0.023,13.061486245809817,299
339,0.37,0.025,14.918002322825249,268
340,0.37,0.025,17.736800925137427,265
341,0.16,0.008,9.775534576035035,619
342,0.35,0.008,15.901715478399684,556
343,0.28,0.021,18.073875182678947,395
344,0.37,0.006,9.222587900787342,577
345,0.37,0.008,11.875279311004297,558
346,0.28,0.008,8.183127206691651,582
347,0.18,0.021,7.135762004595628,506
348,0.26,0.017,11.493886987665462,449
349,0.26,0.009,5.973175802754821,575
350,0.35,0.025,19.379399086216335,277
351,0.24,0.014,7.5766618392515,562
352,0.37,0.006,10.344983701672854,559
353,0.37,0.006,10.535777146772288,548
354,0.35,0.006,8.375016057985256,587
355,0.37,0.008,5.803954837033168,515
356,0.18,0.01,4.860064076220919,621
357,0.14,0.009,10.743981327709017,638
358,0.18,0.019,7.61149051640318,523
359,0.31,0.027,1.1212369961236774,321
360,0.37,0.008,10.402468335767681,532
361,0.37,0.021,9.743814970631762,330
362,0.37,0.009,7.85298569339154,496
363,0.37,0.025,16.51368720043478,283
364,0.37,0.009,13.947036530165011,525
365,0.35,0.008,13.529923761298917,560
366,0.37,0.006,10.025713407138857,557
367,0.37,0.009,10.269112297834946,538
368,0.37,0.025,24.84667747868964,300
369,0.37,0.008,12.901812052709282,545
370,0.28,0.006,11.576194906786125,591
371,0.37,0.025,12.548470042284318,309
372,0.35,0.009,8.109858916867644,547
373,0.37,0.009,13.009785333816984,541
374,0.02,0.0,9.013898648524602,685
375,0.37,0.008,10.844054441969913,523
376,0.37,0.021,5.881957941263427,340
377,0.28,0.021,12.81400236625297,375
378,0.37,0.006,10.258486994731602,573
379,0.37,0.019,6.130138861716435,363
380,0.26,0.023,13.34222855553392,416
381,0.37,0.006,7.57637611747991,572
382,0.37,0.008,9.087790633471673,547
383,0.37,0.016,7.522176609046973,418
384,0.37,0.025,11.181044205283468,288
385,0.37,0.006,12.57181134186365,583
386,0.37,0.004,9.621989778410041,611
387,0.35,0.006,6.391653403559245,590
388,0.37,0.023,17.254076773970585,334
389,0.37,0.023,10.903190972173633,313
390,0.37,0.006,7.762718760572011,575
391,0.28,0.006,6.247195678529941,584
392,0.37,0.025,15.875000627518066,252
393,0.37,0.008,7.376175872884507,538
394,0.37,0.023,9.261239564724848,308
395,0.37,0.006,7.684228060650007,560
396,0.37,0.008,8.559553211234991,544
397,0.38,0.006,9.295223117728673,545
398,0.35,0.009,8.05219243766076,548
