Date,Teams,Favorite/Underdog,Score,Spread Min,Spread Max,Moneyline,Payout,Win Percentage,EV
20091114,Texas Longhorns,(Favorite), 47 ,-23.5,-23.0,-1800.0,0.05555555555555555,0.9514142499104905,0.004270597127739972
,Baylor Bears,(Underdog), 14 ,23.0,23.5,1200.0,12.0,0.048585750089509494,-0.3683852488363766

20091114,Virginia Tech Hokies,(Favorite), 36 ,-20.0,-19.0,-1100.0,0.09090909090909091,0.8943573841019661,-0.024337399161491552
,Maryland Terrapins,(Underdog), 9 ,19.0,20.0,825.0,8.25,0.10564261589803385,-0.022805802943186904

20091114,Mississippi Rebels,(Favorite), 42 ,-5.0,-5.0,-220.0,0.45454545454545453,0.6327077747989276,-0.07969778211065076
,Tennessee Volunteers,(Underdog), 17 ,5.0,5.0,190.0,1.9,0.3672922252010724,0.06514745308310999

20091114,Nebraska Cornhuskers,(Favorite), 31 ,-4.0,-4.0,-180.0,0.5555555555555556,0.6265560165975104,-0.02535730751498383
,Kansas Jayhawks,(Underdog), 17 ,4.0,4.0,170.0,1.7,0.37344398340248963,0.008298755186721962

20091114,Iowa State Cyclones,(Favorite), 17 ,-5.5,-5.5,-210.0,0.47619047619047616,0.6570680628272252,-0.030042383445524734
,Colorado Buffaloes,(Underdog), 10 ,5.5,5.5,180.0,1.8,0.34293193717277487,-0.039790575916230364

20091114,Pittsburgh Panthers,(Favorite), 27 ,-6.5,-5.0,-210.0,0.47619047619047616,0.6619310502008371,-0.0228636877987643
,Notre Dame Fighting Irish,(Underdog), 22 ,5.0,6.5,200.0,2.0,0.3380689497991628,0.014206849397488397

20091114,Southern California Trojans,(Favorite), 21 ,-12.0,-10.5,-420.0,0.23809523809523808,0.7793395171802826,-0.03510345491965011
,Stanford Cardinal,(Underdog), 55 ,10.5,12.0,375.0,3.75,0.22066048281971729,0.04813729339365713

20091114,California Golden Bears,(Favorite), 24 ,-3.0,-2.0,-135.0,0.7407407407407407,0.5453721664672159,-0.05064845096447612
,Arizona Wildcats,(Underdog), 16 ,2.0,3.0,135.0,1.35,0.4546278335327841,0.06837540880204251

20091114,Oregon Ducks,(Favorite), 44 ,-23.0,-21.0,-1300.0,0.07692307692307693,0.9468064161071158,0.019637678884586257
,Arizona State Sun Devils,(Underdog), 21 ,21.0,23.0,900.0,9.0,0.05319358389288421,-0.46806416107115795

20091114,Missouri Tigers,(Favorite), 38 ,-1.5,-1.5,-125.0,0.8,0.5084269662921348,-0.08483146067415737
,Kansas State Wildcats,(Underdog), 12 ,1.5,1.5,105.0,1.05,0.49157303370786515,0.0077247191011236005

20091114,Oregon State Beavers,(Favorite), 48 ,-14.0,-13.0,-450.0,0.2222222222222222,0.8239384573573436,0.007035892325642196
,Washington Huskies,(Underdog), 21 ,13.0,14.0,425.0,4.25,0.1760615426426564,-0.07567690112605396

20091114,Florida Gators,(Favorite), 24 ,-18.0,-17.0,-750.0,0.13333333333333333,0.91025013061651,0.03161681469871126
,South Carolina Gamecocks,(Underdog), 14 ,17.0,18.0,700.0,7.0,0.08974986938349008,-0.28200104493207934

20091114,Alabama Crimson Tide,(Favorite), 31 ,-12.0,-10.5,-400.0,0.25,0.7793395171802827,-0.025825603524646606
,Mississippi State Bulldogs,(Underdog), 3 ,10.5,12.0,375.0,3.75,0.22066048281971734,0.048137293393657465

20091114,Miami-Florida Hurricanes,(Favorite), 24 ,-3.0,-3.0,-145.0,0.6896551724137931,0.5422626788036411,-0.08376305995246847
,North Carolina Tar Heels,(Underdog), 33 ,3.0,3.0,140.0,1.4,0.4577373211963589,0.09856957087126128

20091114,Oklahoma State Cowboys,(Favorite), 24 ,-5.5,-4.5,-185.0,0.5405405405405406,0.6552945947938943,0.009507889277080406
,Texas Tech Red Raiders,(Underdog), 17 ,4.5,5.5,175.0,1.75,0.3447054052061057,-0.05206013568320933

20091114,Texas Christian Horned Frogs,(Favorite), 55 ,-20.5,-19.5,-1100.0,0.09090909090909091,0.9075070884281411,-0.009992267169300614
,Utah Utes,(Underdog), 28 ,19.5,20.5,800.0,8.0,0.09249291157185895,-0.16756379585326953

20091114,Georgia Bulldogs,(Favorite), 31 ,-5.0,-4.0,-185.0,0.5405405405405406,0.6375949727190005,-0.017759096081539805
,Auburn Tigers,(Underdog), 24 ,4.0,5.0,175.0,1.75,0.36240502728099955,-0.003386174977251244

20091119,Oklahoma State Cowboys,(Favorite), 31 ,-17.5,-16.0,-800.0,0.125,0.8769913307192062,-0.013384752940893016
,Colorado Buffaloes,(Underdog), 28 ,16.0,17.5,650.0,6.5,0.12300866928079375,-0.07743498039404684

20091121,Ohio State Buckeyes,(Favorite), 21 ,-10.5,-10.5,-400.0,0.25,0.7464285714285714,-0.0669642857142857
,Michigan Wolverines,(Underdog), 10 ,10.5,10.5,330.0,3.3,0.25357142857142856,0.0903571428571428

20091121,Wisconsin Badgers,(Favorite), 31 ,-7.0,-7.0,-300.0,0.3333333333333333,0.7156208277703605,-0.04583889630618598
,Northwestern Wildcats,(Underdog), 33 ,7.0,7.0,220.0,2.2,0.28437917222963954,-0.0899866488651534

20091121,Iowa Hawkeyes,(Favorite), 12 ,-12.5,-12.5,-500.0,0.2,0.7974137931034483,-0.043103448275862044
,Minnesota Golden Gophers,(Underdog), 0 ,12.5,12.5,400.0,4.0,0.2025862068965517,0.012931034482758563

20091121,Purdue Boilermakers,(Favorite), 38 ,-3.0,-2.0,-130.0,0.7692307692307693,0.5510335917312661,-0.0250944146292984
,Indiana Hoosiers,(Underdog), 21 ,2.0,3.0,140.0,1.4,0.44896640826873385,0.07751937984496127

20091121,Florida State Seminoles,(Favorite), 29 ,-17.5,-16.5,-800.0,0.125,0.8874988644226164,-0.0015637775245565672
,Maryland Terrapins,(Underdog), 26 ,16.5,17.5,600.0,6.0,0.11250113557738377,-0.2124920509583137

20091121,Virginia Tech Hokies,(Favorite), 38 ,-21.0,-20.0,-1300.0,0.07692307692307693,0.9299381144491011,0.0014718155605704525
,North Carolina State Wolfpack,(Underdog), 10 ,20.0,21.0,900.0,9.0,0.0700618855508989,-0.29938114449101105

20091121,Tennessee Volunteers,(Favorite), 31 ,-18.0,-16.5,-800.0,0.125,0.9060238489043048,0.019276830017342858
,Vanderbilt Commodores,(Underdog), 16 ,16.5,18.0,650.0,6.5,0.09397615109569536,-0.2951788667822848

20091121,Georgia Bulldogs,(Favorite), 27 ,-10.0,-8.5,-360.0,0.2777777777777778,0.7501508876139216,-0.04147386582665577
,Kentucky Wildcats,(Underdog), 34 ,8.5,10.0,300.0,3.0,0.2498491123860785,-0.0006035504556860527

20091121,Arkansas Razorbacks,(Favorite), 42 ,-12.0,-11.5,-450.0,0.2222222222222222,0.7970548058614124,-0.025821903947162606
,Mississippi State Bulldogs,(Underdog), 21 ,11.5,12.0,400.0,4.0,0.20294519413858764,0.014725970692938128

20091121,Penn State Nittany Lions,(Favorite), 42 ,-3.5,-3.0,-150.0,0.6666666666666666,0.5750888242894057,-0.04151862618432389
,Michigan State Spartans,(Underdog), 14 ,3.0,3.5,140.0,1.4,0.42491117571059434,0.01978682170542634

20091121,UCLA Bruins,(Favorite), 23 ,-5.5,-4.5,-185.0,0.5405405405405406,0.6535673585967139,0.006847011892234911
,Arizona State Sun Devils,(Underdog), 13 ,4.5,5.5,195.0,1.95,0.34643264140328606,0.021976292139693876

20091121,Stanford Cardinal,(Favorite), 28 ,-8.5,-7.0,-260.0,0.38461538461538464,0.7286695029048775,0.00892700402213814
,California Golden Bears,(Underdog), 34 ,7.0,8.5,280.0,2.8,0.2713304970951225,0.031055888961465494

20091121,Mississippi Rebels,(Favorite), 25 ,-5.5,-4.0,-180.0,0.5555555555555556,0.6422309325798349,-0.0009741048758123982
,Louisiana State Tigers,(Underdog), 23 ,4.0,5.5,190.0,1.9,0.3577690674201651,0.03753029551847886

20091121,Nebraska Cornhuskers,(Favorite), 17 ,-17.0,-15.5,-700.0,0.14285714285714285,0.88307130938083,0.009224353578091427
,Kansas State Wildcats,(Underdog), 3 ,15.5,17.0,500.0,5.0,0.11692869061916998,-0.29842785628498014

20091121,Oklahoma Sooners,(Favorite), 13 ,-6.0,-6.0,-240.0,0.4166666666666667,0.6774847870182555,-0.040229885057471326
,Texas Tech Red Raiders,(Underdog), 41 ,6.0,6.0,210.0,2.1,0.3225152129817444,-0.00020283975659241005

20091121,Oregon Ducks,(Favorite), 44 ,-6.0,-4.5,-200.0,0.5,0.654577335945969,-0.01813399608104649
,Arizona Wildcats,(Underdog), 41 ,4.5,6.0,200.0,2.0,0.34542266405403105,0.03626799216209309

20091121,Texas Longhorns,(Favorite), 51 ,-28.5,-27.5,-5000.0,0.02,0.9753771138084865,-0.005115343915343809
,Kansas Jayhawks,(Underdog), 20 ,27.5,28.5,3000.0,30.0,0.024622886191513645,-0.236690528063077

20091121,Miami-Florida Hurricanes,(Favorite), 34 ,-19.0,-19.0,-900.0,0.1111111111111111,0.8985507246376812,-0.0016103059581320522
,Duke Blue Devils,(Underdog), 16 ,19.0,19.0,850.0,8.5,0.10144927536231885,-0.03623188405797095

20091203,Oregon Ducks,(Favorite), 37 ,-9.5,-9.0,-330.0,0.30303030303030304,0.7548965044844489,-0.016346979005112033
,Oregon State Beavers,(Underdog), 33 ,9.0,9.5,320.0,3.2,0.24510349551555108,0.029434681165314558

